tracks/artist,tracks/album,tracks/track,tracks/uri,albums/artist,albums/album,albums/uri,artists/name,artists/uri,other
Lil Peep,"Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,,,,,,
Big Sean,Double Or Nothing (& Metro Boomin),Go Legend (& Metro Boomin),spotify:track:3wAI7MIQtTgwcRmwchPZBc,,,,,,
Migos,Culture II,BBO (Bad Bitches Only),spotify:track:4BHzHISX21PYwGXiBEUQ70,,,,,,
Lil Yachty,Nuthin' 2 Prove,Yacht Club (feat. Juice WRLD),spotify:track:5R2rsbwCDXORX2tLfprRmM,,,,,,
Future,Used to This (feat. Drake),Used to This (feat. Drake),spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,,,,,,
Future,EVOL,Low Life (feat. The Weeknd),spotify:track:7EiZI6JVHllARrX9PUvAdX,,,,,,
Lil Mosey,Enough,Enough,spotify:track:5ozKTgHJvWkC4lRh9g4Wa4,,,,,,
Logic,Bobby Tarantino,Flexicution,spotify:track:2c8sgbZoEanC3QyFNZxUcA,,,,,,
Lil Skies,No Rest,No Rest,spotify:track:0chpIFSjgfd1CPrAxM7PWp,,,,,,
iann dior,nothings ever good enough,romance361,spotify:track:14x8OgGL3b33yKJJSFcBnf,,,,,,
Travis Scott,Birds In The Trap Sing McKnight,sweet sweet,spotify:track:01Ch5LzVStxCFPKkT1xg6k,,,,,,
Future,I NEVER LIKED YOU,712PM,spotify:track:3FSwpQ9dBZBeBV6UdYHI2R,,,,,,
Bblasian,Sleepless,Sleepless,spotify:track:0YaHDp3OtwG5yD33VjBqBK,,,,,,
Aries,SANTA MONICA,SANTA MONICA,spotify:track:2Cien9M0slpqsN7sXoSckm,,,,,,
THE SCOTTS,THE SCOTTS,THE SCOTTS,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,,,,,,
21 Savage,Spiral: From The Book of Saw Soundtrack,Emergency (feat. Gunna & Young Thug),spotify:track:4ZkQ2t966y0fmTW6TWNwR2,,,,,,
Meek Mill,DC4,Litty (feat. Tory Lanez),spotify:track:5J5PXmMdQ2nh1lZOal8KmK,,,,,,
Bruno Mars,Skate,Skate,spotify:track:2sXf2JdbB2GlNju00kw9WE,,,,,,
Drake,Marvins Room,Marvins Room,spotify:track:1GpSXGBCDDHKRrOTqg4jdr,,,,,,
A Boogie Wit da Hoodie,Artist,D.T.B. (Interlude),spotify:track:6dKHEOxmG7I6SraR7QFT6e,,,,,,
Gunna,Drip or Drown 2,Outstanding,spotify:track:76PwajqH3ej4hnk9tgaJpp,,,,,,
DaBaby,KIRK,TOES (feat. Lil Baby & Moneybagg Yo),spotify:track:2FvD20Z8aoWIePi7PoN8sG,,,,,,
Young Money,Rise Of An Empire,Trophies,spotify:track:6HfOzLLjsaXsehIFEsrxTk,,,,,,
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Myron,spotify:track:56uXDJRCuoS7abX3SkzHKQ,,,,,,
Juice WRLD,Goodbye & Good Riddance,Scared Of Love,spotify:track:69g6PNgMneFIDOc6q29oUC,,,,,,
Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),Mamacita (feat. Rich Homie Quan & Young Thug),spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,,,,,,
$NOT,Beautiful Havoc,Demanding,spotify:track:1joSjJRrFOyg5cpJ0jYSs2,,,,,,
French Montana,No Shopping (feat. Drake),No Shopping (feat. Drake),spotify:track:0Di26AbdtizzHkFstPyt7A,,,,,,
21 Savage,i am > i was,monster,spotify:track:2FUNBaa5DwItJtYEBgAblU,,,,,,
DaBaby,Baby On Baby,Goin Baby,spotify:track:3WyRgi8CzQnhzO0xw79tTS,,,,,,
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Money Spread (feat. Young Nudy),spotify:track:5tBdxqz8gauIO8Hh8qwo0H,,,,,,
Pop Smoke,Meet The Woo,Dior,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,,,,,,
Lil Baby,Too Hard,Freestyle,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,,,,,,
Post Malone,beerbongs & bentleys,Psycho (feat. Ty Dolla $ign),spotify:track:3swc6WTsr7rl9DqQKQA55C,,,,,,
Post Malone,Stoney,Congratulations,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,,,,,,
Johnny Rain,EP2,VIRGO BOY FREESTYLE,spotify:track:2w8YI1de0gUugjSSSZtZet,,,,,,
Comethazine,BAWSKEE 3.5,FIND HIM!,spotify:track:3S8hI4RwB6vQ8fgZZihtpv,,,,,,
Rich The Kid,Prada (feat. Polo G),Prada (feat. Polo G) - Remix,spotify:track:3vAaW8xRC9n9CmCfyXTFxU,,,,,,
Arizona Zervas,24,24,spotify:track:6B2RbPOuwAKtxNAnIKY63A,,,,,,
Lil Tecca,Ransom,Ransom,spotify:track:1xbtojAZsQjOgiGdGX6ChU,,,,,,
Gucci Mane,I Get The Bag (feat. Migos),I Get The Bag (feat. Migos),spotify:track:1HTtUBEY3tuw2btgwwI2Ja,,,,,,
The Weeknd,Trilogy,High For This,spotify:track:5fohLPNqO6TqwrZ7BoUWUT,,,,,,
Billie Eilish,lovely (with Khalid),lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,,,,,,
YBN Nahmir,Bounce Out With That,Bounce Out With That,spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq,,,,,,
Lil Tjay,20/20,20/20,spotify:track:4Hqh0dS4x07zuRw6eBTO7p,,,,,,
DaBaby,Baby On Baby,Suge,spotify:track:2gwkD6igEhQbDQegRCcdoB,,,,,,
Gucci Mane,BiPolar (feat. Quavo),BiPolar (feat. Quavo),spotify:track:4fGT0JiaqoHShrg6uSsKfB,,,,,,
Migos,Culture,T-Shirt,spotify:track:7KOlJ92bu51cltsD9KU5I7,,,,,,
XXXTENTACION,SKINS,whoa (mind in awe),spotify:track:7pdF27mSDuPWhppnHAmWHa,,,,,,
Jaden,ERYS,P,spotify:track:5m9Oa79lqWTRxTmHjbxOX3,,,,,,
Travis Scott,Birds In The Trap Sing McKnight,lose,spotify:track:2AGUFka8kBWCM47h5uTlDb,,,,,,
Lil Skies,Shelby,Stop the Madness (feat. Gunna),spotify:track:6PXhPHhZy1MpxuTNA1Ad4L,,,,,,
Tee Grizzley,My Moment,Overlapped,spotify:track:2EOgkzq8EYYFFHrz0X9DLv,,,,,,
Lil Skies,Life of a Dark Rose,Lettuce Sandwich,spotify:track:4hnPw0BbVyoI1abKJZPSaS,,,,,,
Lil Yachty,Nuthin' 2 Prove,Get Dripped (feat. Playboi Carti),spotify:track:3m2aDCqn8eT5ElXDUiboGU,,,,,,
Lil Skies,Shelby,Flooded,spotify:track:6Ur6u4Ici7NYBiuGEEkNMP,,,,,,
NAV,RECKLESS,Champion (feat. Travis Scott),spotify:track:6nO3tr47nr2P7f3hXb8JIo,,,,,,
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),spotify:track:6f5ExP43esnvdKPddwKXJH,,,,,,
Famous Dex,Pick It Up (feat. A$AP Rocky),PICK IT UP (feat. A$AP Rocky),spotify:track:3ncgNpxLoBQ65ABk4djDyd,,,,,,
French Montana,Unforgettable,Unforgettable,spotify:track:1F2HXIJrE2Xn81OzT2zZvW,,,,,,
Young Thug,So Much Fun,Hop Off A Jet (feat. Travis Scott),spotify:track:3RZftiuTcLOqpsd8ZlwNhr,,,,,,
Lil Baby,Street Gossip,Chastised,spotify:track:0I1gjYB0yjwYXBn9SVOh3n,,,,,,
916frosty,enough,enough,spotify:track:3jnbd5B8VdKIXXySIBciuF,,,,,,
Playboi Carti,Playboi Carti,Yah Mean,spotify:track:5MUxrNd7Gr2HksLcAlB0IO,,,,,,
Rod Wave,Pray 4 Love,Rags2Riches 2 (feat. Lil Baby),spotify:track:0qJeyYAgv6UpvewUxRXAhb,,,,,,
Usher,No Limit,No Limit,spotify:track:4DRDMf5vftalExCy0fHbHl,,,,,,
Polo G,Hall of Fame,Zooted Freestyle,spotify:track:43Ykyd3WD3tfaFDhunMZHp,,,,,,
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",spotify:track:6FuGJB290AQMAHTfjOYVaK,,,,,,
DJ Rell,The Black Tape,Mood (feat. Lil Uzi Vert),spotify:track:2yDcSQquR9MHnHsuzdzKpO,,,,,,
Kanye West,Champions,Champions,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,,,,,,
guccihighwaters,keep on going,keep on going,spotify:track:7mZlhm7adBRqJrZnAyNOfx,,,,,,
Young Stoner Life,That Go! (feat. T-Shyne),That Go! (feat. T-Shyne),spotify:track:4X4cPQicoAfannkUFUXmi9,,,,,,
Kendrick Lamar,Section.80,A.D.H.D,spotify:track:2MYl0er3UZ1RlKwRb5LODh,,,,,,
Trippie Redd,Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),spotify:track:2BITQ360Knh6qNAOqR7Dyq,,,,,,
Ty Dolla $ign,Free TC,Long Time (feat. Quavo),spotify:track:1vvsD4wGSpDtL1hPR4aNKJ,,,,,,
Ski Mask The Slump God,Catch Me Outside,Catch Me Outside,spotify:track:5kmOA4GG5o3lg7kaFPDfc8,,,,,,
Drake,Scary Hours 2,Wants and Needs (feat. Lil Baby),spotify:track:65OVbaJR5O1RmwOQx0875b,,,,,,
Logic,Under Pressure,Under Pressure,spotify:track:5LME7YULt0enp6UAB8VoDn,,,,,,
21 Savage,Without Warning,Ghostface Killers (feat. Travis Scott),spotify:track:5u6vkDnOyaf8LsteDAj2ub,,,,,,
Lil Mosey,Blueberry Faygo,Blueberry Faygo,spotify:track:6wJYhPfqk3KGhHRG76WzOh,,,,,,
Kendrick Lamar,untitled unmastered.,untitled 03 | 05.28.2013.,spotify:track:2fgAJeky8Cpsr8Cfvn2NVp,,,,,,
A Boogie Wit da Hoodie,The Bigger Artist,Say A',spotify:track:3AMnOVxEHUgVrythGgqPhI,,,,,,
guardin,i think you're really cool,i think you're really cool,spotify:track:78cIbVjU1xn7mbQ9i35avl,,,,,,
zoahh,irregular,irregular,spotify:track:38BftI6lDcmLdwxPKgN6UA,,,,,,
Lil Uzi Vert,New Patek,New Patek,spotify:track:0Fpen1PTuEnCmOJtUU9Iud,,,,,,
Lil Tecca,We Love You Tecca,Molly Girl,spotify:track:2SFaHGfSeOYBA0foNEVlIY,,,,,,
Lil Yachty,Lil Boat 3.5,Till The Morning (feat. Young Thug & Lil Durk),spotify:track:0Xb4UBIYcnVFMa92mJogoB,,,,,,
Aminé,BLACKJACK,BLACKJACK (feat. YBN Cordae) - Remix,spotify:track:59VNspSnCfoeGyNTGcSgsh,,,,,,
Pop Smoke,Faith,Bout A Million (feat. 42 Dugg & 21 Savage),spotify:track:4LaGu95Ui2s4vprSQYWUAZ,,,,,,
KESHORE,flamin hot cheetos,flamin hot cheetos,spotify:track:4tfk71dlkAeFIBlIkGpOtA,,,,,,
Drake,Scary Hours,God's Plan,spotify:track:2XW4DbS6NddZxRPm5rMCeY,,,,,,
YNW Melly,223's (feat. 9lokknine),223's (feat. 9lokknine),spotify:track:4sjiIpEv617LDXaidKioOI,,,,,,
21 Savage,SAVAGE MODE II,Rich Nigga Shit (feat. Young Thug),spotify:track:3ruoIF2UnoXdzK8mR61ebq,,,,,,
21 Savage,SAVAGE MODE II,Mr. Right Now (feat. Drake),spotify:track:4Q34FP1AT7GEl9oLgNtiWj,,,,,,
Rich The Kid,New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),spotify:track:4pYZLpX23Vx8rwDpJCpPTA,,,,,,
IGIR Woodiee,Hasta Luego (feat. Lil Durk),Hasta Luego (feat. Lil Durk),spotify:track:7GLAy9AXEkxqJfMyFreqYh,,,,,,
guccihighwaters,post death,i hate me too,spotify:track:78H9IT4mIRoFWBfgdGr1sU,,,,,,
Kendrick Lamar,Swimming Pools (Drank),Swimming Pools (Drank),spotify:track:6REbwUNlppTfcnV4d4ZoZi,,,,,,
Joji,YEAH RIGHT,YEAH RIGHT,spotify:track:5gFmgXPCLu9xIfMUXSbRru,,,,,,
Gucci Mane,WOPTOBER,Right on Time,spotify:track:0g3tRu1WeonnVmLHm2UzZM,,,,,,
Conway the Machine,La Maquina,Scatter Brain (feat. Ludacris & JID),spotify:track:4w7lBzX0EcDuy8tQLQvjC2,,,,,,
Jaden,SYRE,Ninety,spotify:track:2jdw2tc29bqJwToyGvKgJm,,,,,,
Lil Tjay,Headshot,Headshot (feat. Polo G & Fivio Foreign),spotify:track:6cQ08IpBxxfGcSKxqE3NmB,,,,,,
Haiti Babii,Change Ya Life,Change Ya Life,spotify:track:5JboK5zbbhXIN7iN9NHS8t,,,,,,
Juice WRLD,Rich And Blind,Rich And Blind,spotify:track:6QNFQJKlZUKr0xlGZ74CZJ,,,,,,
Lil Skies,Shelby,No Rainy Days,spotify:track:2BTH9RKzclcO36gS09cLjy,,,,,,
Ski Mask The Slump God,STOKELEY,Faucet Failure,spotify:track:1ThmUihH9dF8EV08ku5AXN,,,,,,
Anderson .Paak,Malibu,Heart Don't Stand a Chance,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,,,,,,
Lil Mosey,Noticed,Noticed,spotify:track:7d6XJZjnm7iWcKwYL9z5kC,,,,,,
Dr. Dre,2001,Still D.R.E.,spotify:track:503OTo2dSqe7qk76rgsbep,,,,,,
Metro Boomin,NOT ALL HEROES WEAR CAPES,10 Freaky Girls (with 21 Savage),spotify:track:43lYaovU2FoeuBMNusVVVW,,,,,,
Lil Baby,The Voice of the Heroes,Okay,spotify:track:3jweuceENR5zzn10LhcjPH,,,,,,
Snoop Dogg,Kush Ups (feat. Wiz Khalifa),Kush Ups (feat. Wiz Khalifa),spotify:track:4S5YcdbFihPveYS6YRRdeB,,,,,,
Myriad of Trees,Sootbird,Flight of the Mitoglider,spotify:track:1K5whJr9TAgFAohNbp26Qg,,,,,,
Drake,Signs,Signs,spotify:track:6Na5uKk5SsqZimk0hAWo8y,,,,,,
Kendrick Lamar,DAMN.,FEEL.,spotify:track:2LTlO3NuNVN70lp2ZbVswF,,,,,,
88GLAM,88GLAM2,Racks (feat. Gunna),spotify:track:3uy6aRVhLuKy85EJoffsUM,,,,,,
Polo G,Hall of Fame,Bloody Canvas,spotify:track:7Cj3tnMCpXpHgE8CIISbGq,,,,,,
NAV,RECKLESS,Just Happened,spotify:track:4gjt18BzZ6d5efeKRB9PXt,,,,,,
The Weeknd,"My Dear Melancholy,",Hurt You,spotify:track:13wNEvWmBsWaWVtiLPRIW5,,,,,,
Trippie Redd,LIFE'S A TRIP,Taking A Walk,spotify:track:4mHgYpuGHu99Mw69E83CP2,,,,,,
YFN Lucci,"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa)","Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",spotify:track:2KtGuSoEszAKKjF7Yovhcg,,,,,,
iann dior,Holding On,Holding On,spotify:track:6CN7FuZ7o1xle9TNxApGeQ,,,,,,
Khalid,Free Spirit,Talk (feat. Disclosure),spotify:track:6TqXcAFInzjp0bODyvrWEq,,,,,,
The Kid LAROI,GO (feat. Juice WRLD),GO (feat. Juice WRLD),spotify:track:2t7D3y0jvYjR8IP9Bosyew,,,,,,
Travis Scott,ASTROWORLD,STOP TRYING TO BE GOD,spotify:track:1xYpVRspgaLxdJLOTQkTjg,,,,,,
Big Sean,I Decided.,Moves,spotify:track:0Fv5N0cHBsl4bzCbollCAS,,,,,,
Polo G,Die A Legend,Finer Things,spotify:track:7oBW80497A8axagr4aC9U6,,,,,,
Frank Ocean,Blonde,Self Control,spotify:track:5GUYJTQap5F3RDQiCOJhrS,,,,,,
Travis Scott,Rodeo (Expanded Edition),Nightcrawler (feat. Swae Lee & Chief Keef),spotify:track:3xby7fOyqmeON8jsnom0AT,,,,,,
Tommy Ice,Mixed Up,Mixed Up,spotify:track:7nAQSuhgRqNhrCern6OIGJ,,,,,,
Juice WRLD,Goodbye & Good Riddance,I'll Be Fine,spotify:track:7rGAgM8W1ftKjpmSqNlykk,,,,,,
Lil Yachty,Lil Boat 3.5,Asshole (feat. Oliver Tree),spotify:track:4kJWkZTGgzzkFrS0HHScxe,,,,,,
DaBaby,KIRK,RAW SHIT (feat. Migos),spotify:track:1CCDIow4pPYyJYzhtTUYz2,,,,,,
Lil Tjay,None of Your Love,None of Your Love - Bonus,spotify:track:7v4mJk4E0aox4kZgCDUZfe,,,,,,
Nujabes,Modal Soul,Luv(sic.) pt3 (feat. Shing02),spotify:track:4xlpJ99yL9xYQtzG6c3hwk,,,,,,
benny blanco,FRIENDS KEEP SECRETS,Roses (with Juice WRLD feat. Brendon Urie),spotify:track:1KVczjazCcCCgM3gXXUl47,,,,,,
Chief Keef,Love Sosa,Love Sosa,spotify:track:1Mp36AbVgpubAirlMV0qef,,,,,,
Kid Cudi,Man On The Moon: The End Of Day,Pursuit Of Happiness (Nightmare),spotify:track:5iSEsR6NKjlC9SrIJkyL3k,,,,,,
2 Chainz,4 AM,4 AM,spotify:track:4r4PJQBHAE0bIKCjunhTgd,,,,,,
Aries,CAROUSEL,CAROUSEL,spotify:track:5SZeJOQaDeQFT0Kkz9jfXR,,,,,,
Tee Grizzley,Straight To It (feat. Band Gang),Straight To It (feat. Band Gang),spotify:track:65ZTyInCulye3AE6V9XGRz,,,,,,
Huncho Jack,"Huncho Jack, Jack Huncho",Moon Rock,spotify:track:7bTH8LgGSwyNNE4r1k95Zp,,,,,,
Travis Scott,Birds In The Trap Sing McKnight,the ends,spotify:track:33zbOXJSwW7uf4VXXWow2O,,,,,,
Gucci Mane,Last Time (feat. Travis Scott),Last Time (feat. Travis Scott),spotify:track:04QJWGv98RZSE4lBOttx5A,,,,,,
Frank Ocean,Blonde,Ivy,spotify:track:2ZWlPOoWh0626oTaHrnl2a,,,,,,
A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),spotify:track:7uoMPWQIGU8wwrPrc94x1m,,,,,,
Y2K,Lalala,Lalala,spotify:track:51Fjme0JiitpyXKuyQiCDo,,,,,,
Trippie Redd,A Love Letter To You 4,This Ain't That,spotify:track:7bjcIONHF8Rq3GAcO7k2a2,,,,,,
Trippie Redd,LIFE'S A TRIP,BANG!,spotify:track:1pF74yw15wXk12A1NPVWHD,,,,,,
Don Toliver,Heaven Or Hell,After Party,spotify:track:527k23H0A4Q0UJN3vGs0Da,,,,,,
Don Toliver,Heaven Or Hell,Heaven Or Hell,spotify:track:1h0pnN5qyrpfQMnwrGzuCu,,,,,,
The Weeknd,After Hours,Save Your Tears,spotify:track:5QO79kh1waicV47BqGRL3g,,,,,,
Rex Orange County,Loving Is Easy,Loving Is Easy,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,,,,,,
Drake,Certified Lover Boy,Champagne Poetry,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,,,,,,
Post Malone,Stoney,Deja Vu,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,,,,,,
Kanye West,Mercy,Mercy,spotify:track:4qikXelSRKvoCqFcHLB2H2,,,,,,
Lil Uzi Vert,Luv Is Rage,7AM,spotify:track:4v1P7JCjehbg5TmLQo2mFy,,,,,,
Dreamville,Revenge Of The Dreamers III,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),spotify:track:7wTA0NKIm6T7nP2kaymU2a,,,,,,
Travis Scott,Rodeo (Expanded Edition),Impossible,spotify:track:0IabpxMpUV7waD7U4uDIMJ,,,,,,
Rae Sremmurd,CLOSE (feat. Travis Scott),CLOSE (feat. Travis Scott) - From SR3MM,spotify:track:3qKCDFZp192KBEEtFj7fDa,,,,,,
The Weeknd,After Hours,Hardest To Love,spotify:track:6kWxIqQDsKFYCJGbU4AjCX,,,,,,
iann dior,gone girl,gone girl,spotify:track:6G0FACzGN80Dj2v4ass5rq,,,,,,
Lil Tecca,Did It Again,Did It Again,spotify:track:01Qb6dN5suQNu87VJ1mIpf,,,,,,
Khao,Done With Her,Done With Her,spotify:track:0jEAasQu05QPsUoy5FfSkl,,,,,,
The Weeknd,Beauty Behind The Madness,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,,,,,,
Migos,Culture II,Narcos,spotify:track:0wbnC9AUenxp613TYaJsGK,,,,,,
Lil Tecca,We Love You Tecca,"Left, Right",spotify:track:3gOh1UDmnGWN4wrEcaulri,,,,,,
Kanye West,Late Registration,Touch The Sky,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,,,,,,
Travis Scott,ASTROWORLD,HOUSTONFORNICATION,spotify:track:58TaFP5j5i9swOf584yon2,,,,,,
NAV,NAV,Up,spotify:track:5qbcsZMwL0x46sX7VO37Ye,,,,,,
Lil Baby,Real As It Gets (feat. EST Gee),Real As It Gets (feat. EST Gee),spotify:track:7eX3um6NpOQKWJMGCi97XD,,,,,,
Lil Uzi Vert,Eternal Atake,P2,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,,,,,,
Migos,Culture II,Walk It Talk It,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,,,,,,
blackbear,deadroses,idfc,spotify:track:6y6jbcPG4Yn3Du4moXaenr,,,,,,
Lil Uzi Vert,Eternal Atake,Prices,spotify:track:4YcWzLSnGqLjSCycuSMHnn,,,,,,
6 Dogs,6 Wolves,Scar,spotify:track:5rnpeh10Rfdw1FEkBWkU7T,,,,,,
Pooh Shiesty,Shiesty Season - Spring Deluxe,"Switch it Up (feat. G Herbo, No More Heroes)",spotify:track:06BY7fb0Ztz7f7JPRWSBZ3,,,,,,
DaBaby,Baby Talk 5,Today - Intro,spotify:track:2Yp9qysxGcSZocXOiv3hYs,,,,,,
Lil Tecca,NEVER LEFT,NEVER LEFT,spotify:track:21UkXrc9kD48rNpTMI2ecz,,,,,,
Trippie Redd,A Love Letter To You 2,In Too Deep,spotify:track:7KrkTrZfPhgXelA3NvDMkE,,,,,,
Roy Woods,Nocturnal,Instinct (feat. MadeinTYO),spotify:track:49VzL5oBsUICN7U34T98b9,,,,,,
NAV,Bad Habits,Habits,spotify:track:3KkWGDCb6byHjNYjxBihGK,,,,,,
NAV,Emergency Tsunami,Young Wheezy (with Gunna),spotify:track:0bMyxvtbPa7HFemLjzw0xX,,,,,,
The Weeknd,After Hours,In Your Eyes,spotify:track:7szuecWAPwGoV1e5vGu8tl,,,,,,
Polo G,THE GOAT,Heartless (feat. Mustard),spotify:track:2iP3unJbxZvRuqyrS0ocZy,,,,,,
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),Reply (feat. Lil Uzi Vert),spotify:track:364spZLB5bhNlnPrzvUB41,,,,,,
A Boogie Wit da Hoodie,Artist 2.0,7 Mac 11's,spotify:track:4GPwhZmu8N3CyVcJZ6j5PG,,,,,,
Migos,Culture III,Having Our Way (feat. Drake),spotify:track:2NM0qHzx4Ohy8iXHEEgwlO,,,,,,
Travis Scott,ASTROWORLD,WAKE UP,spotify:track:20MuVazoNMv6xjKPnRFOxG,,,,,,
Young Thug,JEFFERY,Webbie (feat. Duke),spotify:track:6pRkwu4Pt9d7Ki6g4ppOYj,,,,,,
Gucci Mane,Curve (feat. The Weeknd),Curve (feat. The Weeknd),spotify:track:1tp1xMJ1uaOktksskS0Fzs,,,,,,
KYLE,Playinwitme (feat. Kehlani),Playinwitme (feat. Kehlani),spotify:track:43cFjTTCD9Cni4aSL0sORz,,,,,,
Young Thug,Slime Language,It's A Slime (feat. Lil Uzi Vert),spotify:track:3HxYOwZZHZn5mC1drqPQqR,,,,,,
D. Savage,IDC (feat. Trippie Redd),IDC (feat. Trippie Redd),spotify:track:0cZGYGL1E3rxtXMDhKXWGV,,,,,,
J. Cole,4 Your Eyez Only,Change,spotify:track:3pjUyVbFmM96tYhSaKJwTt,,,,,,
Kota the Friend,EVERYTHING,Long Beach,spotify:track:6tqIes4TjudsjfIpK4P2Jh,,,,,,
Juicy J,Ballin (feat. Kanye West),Ballin (feat. Kanye West),spotify:track:0buyhEEXmVoNHeq0Pc9Vz5,,,,,,
Gunna,Sold Out Dates (feat. Lil Baby),Sold Out Dates (feat. Lil Baby),spotify:track:72LlwJM24dWKpFLVB3PWWQ,,,,,,
A Boogie Wit da Hoodie,Hoodie SZN,Swervin (feat. 6ix9ine),spotify:track:1wJRveJZLSb1rjhnUHQiv6,,,,,,
Travis Scott,"FRANCHISE (feat. Future, Young Thug & M.I.A.)","FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",spotify:track:6qUabsNxudatEFedWGHoDh,,,,,,
Calboy,Wildboy,Envy Me,spotify:track:7rvyVWja33WG9R97oeJAjx,,,,,,
Trippie Redd,A Love Letter To You 4,How I Was Raised,spotify:track:4U6wcrY9UaHmxx8aUQ6KeX,,,,,,
Roddy Ricch,Feed Tha Streets II,Down Below,spotify:track:4SWWe2OYC4mqf40Gc2RSdl,,,,,,
Gunna,Drip or Drown 2,Big Shot,spotify:track:3QLvGx3PNgsyIjJOyIcuGh,,,,,,
Lil Tecca,We Love You Tecca,Sidenote,spotify:track:1kBgQ2cBNONDo7ABrvmRfu,,,,,,
Suckafreejuice,Dis&Dat,Dis&Dat,spotify:track:7gcp2OTqQWt712u1ThlJAE,,,,,,
Maxo Kream,Mars (feat. Lil Uzi Vert),Mars (feat. Lil Uzi Vert),spotify:track:3HPygYwlZeehBTDZXMhsrR,,,,,,
G Herbo,PTSD,PTSD,spotify:track:3jT2LKH0RSbQ8jIUNFzXm5,,,,,,
ronsocold,Novacane (feat. Yung Bans),Novacane (feat. Yung Bans),spotify:track:26DghcIOjaTD2kftAYiGpW,,,,,,
Juice WRLD,Goodbye & Good Riddance,Used To,spotify:track:1j1V8ZnkApuo7VS7ilSplV,,,,,,
A$AP Rocky,Sundress,Sundress,spotify:track:2aPTvyE09vUCRwVvj0I8WK,,,,,,
Kanye West,The College Dropout,We Don't Care,spotify:track:0Z1ozhbWc9XPczRSrFYqBb,,,,,,
A Boogie Wit da Hoodie,Hoodie SZN,Skeezers,spotify:track:2A4vCndSkZ3jd5nfh3a8gc,,,,,,
Mustard,Dangerous World (feat. Travis Scott & YG),Dangerous World (feat. Travis Scott & YG),spotify:track:4pM4yFNLj3pTiNXOZsWYxf,,,,,,
Meek Mill,Dreams and Nightmares,Dreams and Nightmares,spotify:track:42zd6DYQ4o4SECmTITrM1U,,,,,,
The Weeknd,Starboy,Sidewalks,spotify:track:4h90qkbnW1Qq6pBhoPvwko,,,,,,
J. Cole,4 Your Eyez Only,Deja Vu,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,,,,,,
Oliver Francis,Infinity Boy,Ozzy,spotify:track:4AGa4lQd1DLMfTFMwnvi68,,,,,,
Playboi Carti,Die Lit,No Time (feat. Gunna),spotify:track:5pHJv0bgNsT9nPoK2BjNBn,,,,,,
Trippie Redd,Pegasus,Weeeeee,spotify:track:2PI3qpTqYowwMzOSQRuj73,,,,,,
Metro Boomin,Blue Pill,Blue Pill,spotify:track:3VFI494i8DoYzkA5boYxCw,,,,,,
NAV,Emergency Tsunami,Don't Need Friends (feat. Lil Baby),spotify:track:4x3mum2YGHtIBrgUKiNt4F,,,,,,
iann dior,Sick and Tired,Sick and Tired,spotify:track:5eU0KDvZVfFl4ehleRwGGF,,,,,,
khai dreams,Now and Then,Sunkissed,spotify:track:4efZXKOFm1rk22FDjScLbE,,,,,,
Trippie Redd,Trip At Knight,Miss The Rage (feat. Playboi Carti),spotify:track:6iBlllot0wdy8f7V5t8OnR,,,,,,
